Library,Variant,Operation,from_level,to_level,from_label,to_label,from_E,to_E,from_per_element,to_per_element,W_ratio,E_ratio
STJSrcGen,All,Deserialize,500,2000,L500,L2000,711.2933333333333,1849.3613333333333,1.4225866666666667,0.9246806666666666,4,2.599998125480346
STJSrcGen,All,Deserialize,2000,10000,L2000,L10000,1849.3613333333333,7988.205833333333,0.9246806666666666,0.7988205833333334,5,4.31944027884221
STJSrcGen,All,Serialize,5,20,L5,L20,120.86933333333333,133.486,24.173866666666665,6.6743,4,1.1043826942593655
STJSrcGen,All,Serialize,20,50,L20,L50,133.486,151.67933333333332,6.6743,3.0335866666666664,2.5,1.1362939434347672
STJSrcGen,All,Serialize,50,200,L50,L200,151.67933333333332,250.724,3.0335866666666664,1.25362,4,1.6529872230451084
STJSrcGen,All,Serialize,200,500,L200,L500,250.724,431.0946666666667,1.25362,0.8621893333333334,2.5,1.719399286333445
STJSrcGen,All,Serialize,500,2000,L500,L2000,431.0946666666667,3521.210975609756,0.8621893333333334,1.760605487804878,4,8.16806898316941
STJSrcGen,All,Serialize,2000,10000,L2000,L10000,3521.210975609756,15437.625652173912,1.760605487804878,1.5437625652173912,5,4.384180828443723
Newtonsoft,All,Deserialize,5,20,L5,L20,580.2293333333333,723.9013333333334,116.04586666666667,36.19506666666667,4,1.2476124383002583
Newtonsoft,All,Deserialize,20,50,L20,L50,723.9013333333334,905.7826666666667,36.19506666666667,18.115653333333334,2.5,1.2512515517768537
Newtonsoft,All,Deserialize,50,200,L50,L200,905.7826666666667,2017.6346666666666,18.115653333333334,10.088173333333334,4,2.227504169506445
Newtonsoft,All,Deserialize,200,500,L200,L500,2017.6346666666666,5866.843333333333,10.088173333333334,11.733686666666667,2.5,2.9077827766638955
Newtonsoft,All,Deserialize,500,2000,L500,L2000,5866.843333333333,20439.610666666667,11.733686666666667,10.219805333333333,4,3.4839196319656285
Newtonsoft,All,Deserialize,2000,10000,L2000,L10000,20439.610666666667,113594.83866666666,10.219805333333333,11.359483866666666,5,5.557583288605366
Newtonsoft,All,Serialize,5,20,L5,L20,282.29333333333335,421.732,56.45866666666667,21.0866,4,1.4939495560173814
Newtonsoft,All,Serialize,20,50,L20,L50,421.732,578.6333333333333,21.0866,11.572666666666667,2.5,1.3720403795143201
Newtonsoft,All,Serialize,50,200,L50,L200,578.6333333333333,1424.3766666666668,11.572666666666667,7.121883333333334,4,2.461622213261133
Newtonsoft,All,Serialize,200,500,L200,L500,1424.3766666666668,6333.261333333333,7.121883333333334,12.666522666666665,2.5,4.446338866357915
Newtonsoft,All,Serialize,500,2000,L500,L2000,6333.261333333333,24219.317333333332,12.666522666666665,12.109658666666666,4,3.824146211346403
Newtonsoft,All,Serialize,2000,10000,L2000,L10000,24219.317333333332,93342.43266666666,12.109658666666666,9.334243266666666,5,3.854048872723525
