Library,Operation,Depth,Width,Content,n,sw_stat,sw_p_value,normal
Utf8Json,Deserialize,10,100,Numeric,15,0.5978728033262175,2.4346461431487123e-5,FALSE
Utf8Json,Deserialize,10,100,Boolean,15,0.6679800519421194,1.1528600954883582e-4,FALSE
Utf8Json,Deserialize,20,5,Textual,15,0.3795032038239705,4.334416558724538e-7,FALSE
Utf8Json,Deserialize,20,5,Numeric,15,0.5047760836548982,3.8444702597537255e-6,FALSE
Utf8Json,Deserialize,20,5,Boolean,15,0.5943745022075485,2.2620279255723516e-5,FALSE
Utf8Json,Deserialize,20,20,Textual,15,0.5495633845466057,9.088205049909222e-6,FALSE
Utf8Json,Deserialize,20,20,Numeric,15,0.46784833672472736,1.956927609937921e-6,FALSE
Utf8Json,Deserialize,20,20,Boolean,15,0.6450338316768829,6.806521497755817e-5,FALSE
Utf8Json,Deserialize,20,50,Textual,15,0.6365605513717877,5.628859218716628e-5,FALSE
Utf8Json,Deserialize,20,50,Numeric,15,0.49721761491683847,3.3401986891568824e-6,FALSE
Utf8Json,Deserialize,20,50,Boolean,15,0.7657325734424937,0.0013802723978197625,FALSE
Utf8Json,Deserialize,20,100,Textual,15,0.4907467053029987,2.9643379374710905e-6,FALSE
Utf8Json,Deserialize,20,100,Numeric,15,0.6857481645561245,1.7568496410544685e-4,FALSE
Utf8Json,Deserialize,20,100,Boolean,15,0.8097394209000455,0.004915689526177246,FALSE
Utf8Json,Serialize,2,5,Textual,15,0.4525420468213037,1.4914843527543294e-6,FALSE
Utf8Json,Serialize,2,5,Numeric,15,0.39707453025339534,5.785104932130454e-7,FALSE
Utf8Json,Serialize,2,5,Boolean,15,0.7785139986923919,0.001974198500583715,FALSE
Utf8Json,Serialize,2,20,Textual,15,0.39333752123752197,5.438220819394199e-7,FALSE
Utf8Json,Serialize,2,20,Numeric,15,0.604582563509856,2.8062759270334363e-5,FALSE
Utf8Json,Serialize,2,20,Boolean,15,0.5657632892074631,1.2558347375814756e-5,FALSE
Utf8Json,Serialize,2,50,Textual,15,0.6873809568422597,1.8273071186755393e-4,FALSE
Utf8Json,Serialize,2,50,Numeric,15,0.6750618214054103,1.361680995888473e-4,FALSE
Utf8Json,Serialize,2,50,Boolean,15,0.8455317503509887,0.015021401533462958,FALSE
Utf8Json,Serialize,2,100,Textual,15,0.4890640913814046,2.874162201332226e-6,FALSE
Utf8Json,Serialize,2,100,Numeric,15,0.778926749360968,0.0019974373028739095,FALSE
Utf8Json,Serialize,2,100,Boolean,15,0.49136879345580387,2.998435345900647e-6,FALSE
Utf8Json,Serialize,5,5,Textual,15,0.39307882328924093,5.415039555286436e-7,FALSE
Utf8Json,Serialize,5,5,Numeric,15,0.4802632601267993,2.4477388988713984e-6,FALSE
Utf8Json,Serialize,5,5,Boolean,15,0.4917760785194335,3.020984992309249e-6,FALSE
Utf8Json,Serialize,5,20,Textual,15,0.38469633273656856,4.717946676616797e-7,FALSE
Utf8Json,Serialize,5,20,Numeric,15,0.7218963343358082,4.304037979217037e-4,FALSE
Utf8Json,Serialize,5,20,Boolean,15,0.8578519955919168,0.022474360917179033,FALSE
Utf8Json,Serialize,5,50,Textual,15,0.5311691887303942,6.346007664416547e-6,FALSE
Utf8Json,Serialize,5,50,Numeric,15,0.667077574827023,1.1288105896524762e-4,FALSE
Utf8Json,Serialize,5,50,Boolean,15,0.5806732860847774,1.7016921669336237e-5,FALSE
Utf8Json,Serialize,5,100,Textual,15,0.5107351643344292,4.299033368214349e-6,FALSE
Utf8Json,Serialize,5,100,Numeric,15,0.8565625772252153,0.021536915024407573,FALSE
Utf8Json,Serialize,5,100,Boolean,15,0.5135008357802608,4.529133055031872e-6,FALSE
Utf8Json,Serialize,10,5,Textual,15,0.4500685413776174,1.4280577714855648e-6,FALSE
Utf8Json,Serialize,10,5,Numeric,15,0.6303749824596407,4.9073315176803414e-5,FALSE
Utf8Json,Serialize,10,5,Boolean,15,0.532665218673645,6.5320834483705945e-6,FALSE
Utf8Json,Serialize,10,20,Textual,15,0.5248957491199496,5.625001864085257e-6,FALSE
Utf8Json,Serialize,10,20,Numeric,15,0.4669470690837574,1.9256293801328987e-6,FALSE
Utf8Json,Serialize,10,20,Boolean,15,0.5377584261706911,7.210390049225804e-6,FALSE
Utf8Json,Serialize,10,50,Textual,15,0.5569037126685148,1.051362683138917e-5,FALSE
Utf8Json,Serialize,10,50,Numeric,15,0.6407966652427923,6.187806034021997e-5,FALSE
Utf8Json,Serialize,10,50,Boolean,15,0.594998710713901,2.2918455862522274e-5,FALSE
Utf8Json,Serialize,10,100,Textual,15,0.5749687248828992,1.5138636012900464e-5,FALSE
Utf8Json,Serialize,10,100,Numeric,15,0.664500237723455,1.0630301470984578e-4,FALSE
Utf8Json,Serialize,10,100,Boolean,15,0.4082103918970642,6.965512014906292e-7,FALSE
Utf8Json,Serialize,20,5,Textual,15,0.4815936877385403,2.5076270490861633e-6,FALSE
Utf8Json,Serialize,20,5,Numeric,15,0.4758219071790618,2.258586755163445e-6,FALSE
Utf8Json,Serialize,20,5,Boolean,15,0.46196170769704403,1.761853011042825e-6,FALSE
Utf8Json,Serialize,20,20,Textual,15,0.7655425395793001,0.0013730365395628985,FALSE
Utf8Json,Serialize,20,20,Numeric,15,0.9507197618621496,0.5358585248043177,TRUE
Utf8Json,Serialize,20,20,Boolean,15,0.5375993788204856,7.1881101514647915e-6,FALSE
Utf8Json,Serialize,20,50,Textual,15,0.5709538649074635,1.3949863968886064e-5,FALSE
Utf8Json,Serialize,20,50,Numeric,15,0.6392786938353019,5.980990742626365e-5,FALSE
Utf8Json,Serialize,20,50,Boolean,15,0.5080527821994524,4.0877164967670675e-6,FALSE
Utf8Json,Serialize,20,100,Textual,15,0.6471570987004236,7.141097140030794e-5,FALSE
Utf8Json,Serialize,20,100,Numeric,15,0.4888134504434569,2.8609814018803302e-6,FALSE
Utf8Json,Serialize,20,100,Boolean,15,0.48586811904291616,2.7108196572402927e-6,FALSE
STJRefGen,Deserialize,2,5,Textual,15,0.8165090148837258,0.006035675925420493,FALSE
STJRefGen,Deserialize,2,5,Numeric,15,0.7134219386634668,3.471372617814464e-4,FALSE
STJRefGen,Deserialize,2,5,Boolean,15,0.42902719368326314,9.914176840312953e-7,FALSE
STJRefGen,Deserialize,2,20,Textual,15,0.6816704817644139,1.5932516059773434e-4,FALSE
STJRefGen,Deserialize,2,20,Numeric,15,0.6394648551361695,6.005952641231746e-5,FALSE
STJRefGen,Deserialize,2,20,Boolean,15,0.5509899156656921,9.348201697822365e-6,FALSE
STJRefGen,Deserialize,2,50,Textual,15,0.5076779411537296,4.059078492121354e-6,FALSE
STJRefGen,Deserialize,2,50,Numeric,15,0.6487478449809425,7.403243047188477e-5,FALSE
STJRefGen,Deserialize,2,50,Boolean,15,0.5574190734113357,1.0622278203326549e-5,FALSE
STJRefGen,Deserialize,2,100,Textual,15,0.6631632016112878,1.0305281899059914e-4,FALSE
STJRefGen,Deserialize,2,100,Numeric,15,0.7793305659772305,0.002020455872344346,FALSE
STJRefGen,Deserialize,2,100,Boolean,15,0.571323857577233,1.4055137603775852e-5,FALSE
STJRefGen,Deserialize,5,5,Textual,15,0.5350559275646991,6.841600972925326e-6,FALSE
STJRefGen,Deserialize,5,5,Numeric,15,0.49091865744430396,2.9737213926255466e-6,FALSE
STJRefGen,Deserialize,5,5,Boolean,15,0.5316502981635945,6.405224572529614e-6,FALSE
STJRefGen,Deserialize,5,20,Textual,15,0.5576215032112004,1.0665282257262587e-5,FALSE
STJRefGen,Deserialize,5,20,Numeric,15,0.5988543448896226,2.4855631042095536e-5,FALSE
STJRefGen,Deserialize,5,20,Boolean,15,0.7678582385856207,0.0014640438576101291,FALSE
STJRefGen,Deserialize,5,50,Textual,15,0.5911299097361973,2.1135578506420153e-5,FALSE
STJRefGen,Deserialize,5,50,Numeric,15,0.5540743280080954,9.937835055805162e-6,FALSE
STJRefGen,Deserialize,5,50,Boolean,15,0.6082734487758199,3.036098459918279e-5,FALSE
STJRefGen,Deserialize,5,100,Textual,15,0.631057498706781,4.981867991072789e-5,FALSE
STJRefGen,Deserialize,5,100,Numeric,15,0.5834918760805735,1.8035278219006674e-5,FALSE
STJRefGen,Deserialize,5,100,Boolean,15,0.6746239584427761,1.347663796707941e-4,FALSE
STJRefGen,Deserialize,10,5,Textual,15,0.5429628146569283,7.981566049856807e-6,FALSE
STJRefGen,Deserialize,10,5,Numeric,15,0.9302193995843387,0.27494425076279305,TRUE
STJRefGen,Deserialize,10,5,Boolean,15,0.5602143710293048,1.123281444324161e-5,FALSE
STJRefGen,Deserialize,10,20,Textual,15,0.687903544101494,1.8504900693095511e-4,FALSE
STJRefGen,Deserialize,10,20,Numeric,15,0.8405212637612666,0.012785688867439906,FALSE
STJRefGen,Deserialize,10,20,Boolean,15,0.6498933247570059,7.598361748667352e-5,FALSE
STJRefGen,Deserialize,10,50,Textual,15,0.6537837227948706,8.303076642236196e-5,FALSE
STJRefGen,Deserialize,10,50,Numeric,15,0.6127790533712376,3.344185857682069e-5,FALSE
STJRefGen,Deserialize,10,50,Boolean,15,0.8636792490906238,0.027280981073354287,FALSE
STJRefGen,Deserialize,10,100,Textual,15,0.7312053927115981,5.470737781426379e-4,FALSE
STJRefGen,Deserialize,10,100,Numeric,15,0.6382694422243566,5.8475754230426756e-5,FALSE
STJRefGen,Deserialize,10,100,Boolean,15,0.5447986921136438,8.274174674986666e-6,FALSE
STJRefGen,Deserialize,20,5,Textual,15,0.884843211262395,0.05606777718958559,TRUE
STJRefGen,Deserialize,20,5,Numeric,15,0.7992284436501254,0.0035934778136923317,FALSE
STJRefGen,Deserialize,20,5,Boolean,15,0.6181559839959823,3.756098775290065e-5,FALSE
STJRefGen,Deserialize,20,20,Textual,15,0.6632673649096558,1.0330217940657576e-4,FALSE
STJRefGen,Deserialize,20,20,Numeric,15,0.6441265613035704,6.668694117334402e-5,FALSE
STJRefGen,Deserialize,20,20,Boolean,15,0.6919027192407281,2.0386467204247424e-4,FALSE
STJRefGen,Deserialize,20,50,Textual,15,0.6175786261060427,3.709381726689024e-5,FALSE
STJRefGen,Deserialize,20,50,Numeric,15,0.5979519378977747,2.4387097078632722e-5,FALSE
STJRefGen,Deserialize,20,50,Boolean,15,0.5574110602935218,1.0620579706867325e-5,FALSE
STJRefGen,Deserialize,20,100,Textual,15,0.7020610790481665,2.614711824679041e-4,FALSE
STJRefGen,Deserialize,20,100,Numeric,15,0.8461155540835031,0.015307678331472573,FALSE
STJRefGen,Deserialize,20,100,Boolean,15,0.6181471922208737,3.755382700910195e-5,FALSE
STJRefGen,Serialize,2,5,Textual,15,0.930281700740919,0.27553395737034525,TRUE
STJRefGen,Serialize,2,5,Numeric,15,0.8364701243162899,0.011236630202710924,FALSE
STJRefGen,Serialize,2,5,Boolean,15,0.558160371355696,1.0780665516099222e-5,FALSE
STJRefGen,Serialize,2,20,Textual,15,0.802968669036469,0.00401431824295135,FALSE
STJRefGen,Serialize,2,20,Numeric,15,0.7906015475214172,0.002791973630848055,FALSE
STJRefGen,Serialize,2,20,Boolean,15,0.8736218086271375,0.038150109691557,FALSE
STJRefGen,Serialize,2,50,Textual,15,0.5513526929820585,9.415576524477728e-6,FALSE
STJRefGen,Serialize,2,50,Numeric,15,0.9168118685519345,0.1721974540789278,TRUE
STJRefGen,Serialize,2,50,Boolean,15,0.8085644695252485,0.004744974839667059,FALSE
STJRefGen,Serialize,2,100,Textual,15,0.7164547366081917,3.7476710613567845e-4,FALSE
STJRefGen,Serialize,2,100,Numeric,15,0.7690296446264847,0.0015125144275440442,FALSE
STJRefGen,Serialize,2,100,Boolean,15,0.7844726999605098,0.00233966500211819,FALSE
STJRefGen,Serialize,5,5,Textual,15,0.6782367687622626,1.4680952916433897e-4,FALSE
STJRefGen,Serialize,5,5,Numeric,15,0.699295086293847,2.4423811361063585e-4,FALSE
STJRefGen,Serialize,5,5,Boolean,15,0.5682234255367229,1.3198476986102296e-5,FALSE
STJRefGen,Serialize,5,20,Textual,15,0.7265881204706448,4.8547345364661126e-4,FALSE
STJRefGen,Serialize,5,20,Numeric,15,0.7239233564031,4.533300450440384e-4,FALSE
STJRefGen,Serialize,5,20,Boolean,15,0.956670036433808,0.6347656143702043,TRUE
STJRefGen,Serialize,5,50,Textual,17,0.5222566083783965,2.012486856210313e-6,FALSE
STJRefGen,Serialize,5,50,Numeric,15,0.9825825778283394,0.9841028313415728,TRUE
STJRefGen,Serialize,5,50,Boolean,15,0.8050952376125867,0.004276771894513126,FALSE
STJRefGen,Serialize,5,100,Textual,15,0.889591000856726,0.06611097452029316,TRUE
STJRefGen,Serialize,5,100,Numeric,15,0.9036421110391754,0.10819602740288646,TRUE
STJRefGen,Serialize,5,100,Boolean,15,0.9708956979584052,0.8710926239076162,TRUE
STJRefGen,Serialize,10,5,Textual,15,0.7542335570493671,0.0010075858756422795,FALSE
STJRefGen,Serialize,10,5,Numeric,15,0.811569669111331,0.005194782875293221,FALSE
STJRefGen,Serialize,10,5,Boolean,15,0.7725559911774429,0.001669058198409476,FALSE
STJRefGen,Serialize,10,20,Textual,15,0.6510422696970459,7.799592719246388e-5,FALSE
STJRefGen,Serialize,10,20,Numeric,15,0.8322834327223425,0.009843247896220073,FALSE
STJRefGen,Serialize,10,20,Boolean,15,0.918544433117795,0.18302657810265474,TRUE
STJRefGen,Serialize,10,50,Textual,15,0.7588857193827423,0.0011434803744127093,FALSE
STJRefGen,Serialize,10,50,Numeric,15,0.8084390837487679,0.004727133555728533,FALSE
STJRefGen,Serialize,10,50,Boolean,15,0.8853300218413261,0.057020384361010694,TRUE
STJRefGen,Serialize,10,100,Textual,15,0.7197447812345474,4.0741753688693365e-4,FALSE
STJRefGen,Serialize,10,100,Numeric,15,0.758905367520377,0.0011440941976687466,FALSE
STJRefGen,Serialize,10,100,Boolean,15,0.8498866823369912,0.017301873973623854,FALSE
STJRefGen,Serialize,20,5,Textual,15,0.8624871520681612,0.02621609666917555,FALSE
STJRefGen,Serialize,20,5,Numeric,15,0.8545966300957794,0.0201862903290302,FALSE
STJRefGen,Serialize,20,5,Boolean,15,0.7666510550436909,0.0014158237163933987,FALSE
STJRefGen,Serialize,20,20,Textual,15,0.967331615215189,0.816762519875786,TRUE
STJRefGen,Serialize,20,20,Numeric,15,0.8968039705960277,0.08506645393138731,TRUE
STJRefGen,Serialize,20,20,Boolean,15,0.6754671415063254,1.3747951741014953e-4,FALSE
STJRefGen,Serialize,20,50,Textual,15,0.6607867938574414,9.753490893800217e-5,FALSE
STJRefGen,Serialize,20,50,Numeric,15,0.8718827261043853,0.03596199157436012,FALSE
STJRefGen,Serialize,20,50,Boolean,15,0.8435949975690525,0.014111629044285513,FALSE
STJRefGen,Serialize,20,100,Textual,15,0.635126996391898,5.452112154708996e-5,FALSE
STJRefGen,Serialize,20,100,Numeric,15,0.8665868594266445,0.030073967600176468,FALSE
STJRefGen,Serialize,20,100,Boolean,15,0.9622797293744058,0.7319473066072741,TRUE
STJSrcGen,Deserialize,2,5,Textual,15,0.5923267120342652,2.1670763289033542e-5,FALSE
STJSrcGen,Deserialize,2,5,Numeric,15,0.722345157388447,4.353711993954844e-4,FALSE
STJSrcGen,Deserialize,2,5,Boolean,15,0.6029912196542101,2.7129755742996918e-5,FALSE
STJSrcGen,Deserialize,2,20,Textual,15,0.5583913881921497,1.0830537749194952e-5,FALSE
