Library,Variant,Operation,from_level,to_level,from_label,to_label,from_E,to_E,from_per_element,to_per_element,W_ratio,E_ratio
Newtonsoft,Unicode,Deserialize,10,25,U10,U25,805.7746666666667,1004.6173333333334,80.57746666666667,40.184693333333335,2.5,1.24677205041608
Newtonsoft,Unicode,Deserialize,25,50,U25,U50,1004.6173333333334,1490.3473333333334,40.184693333333335,29.80694666666667,2,1.483497530734754
Newtonsoft,Unicode,Deserialize,50,100,U50,U100,1490.3473333333334,1934.8326666666667,29.80694666666667,19.348326666666665,2,1.2982427809893085
Newtonsoft,Unicode,Serialize,5,10,U5,U10,462.562,469.834,92.5124,46.9834,2,1.01572113576126
Newtonsoft,Unicode,Serialize,10,25,U10,U25,469.834,494.4146666666667,46.9834,19.776586666666667,2.5,1.0523177689708847
Newtonsoft,Unicode,Serialize,25,50,U25,U50,494.4146666666667,591.6393333333333,19.776586666666667,11.832786666666665,2,1.1966460002534982
Newtonsoft,Unicode,Serialize,50,100,U50,U100,591.6393333333333,598.116,11.832786666666665,5.98116,2,1.0109469845930912
Newtonsoft,Escape,Deserialize,5,10,E5,E10,726.846,775.6573333333333,145.3692,77.56573333333333,2,1.067154986521675
Newtonsoft,Escape,Deserialize,10,25,E10,E25,775.6573333333333,869.9013333333334,77.56573333333333,34.79605333333333,2.5,1.1215021066003372
Newtonsoft,Escape,Deserialize,25,50,E25,E50,869.9013333333334,969.8633333333333,34.79605333333333,19.397266666666667,2,1.11491188272693
Newtonsoft,Escape,Deserialize,50,100,E50,E100,969.8633333333333,1086.7326666666665,19.397266666666667,10.867326666666665,2,1.1205008265769403
Newtonsoft,Escape,Serialize,5,10,E5,E10,507.68666666666667,581.78,101.53733333333334,58.178,2,1.1459430357306999
Newtonsoft,Escape,Serialize,10,25,E10,E25,581.78,716.966,58.178,28.67864,2.5,1.2323661865309912
Newtonsoft,Escape,Serialize,25,50,E25,E50,716.966,1038.7906666666668,28.67864,20.775813333333335,2,1.448870192821789
Newtonsoft,Escape,Serialize,50,100,E50,E100,1038.7906666666668,1234.1713333333335,20.775813333333335,12.341713333333335,2,1.1880847344283674
Newtonsoft,UnicodeEscape,Deserialize,5,10,UE5,UE10,758.51,824.98,151.702,82.498,2,1.087632331808414
Newtonsoft,UnicodeEscape,Deserialize,10,25,UE10,UE25,824.98,1047.981,82.498,41.91924,2.5,1.270310795413222
Newtonsoft,UnicodeEscape,Deserialize,25,50,UE25,UE50,1047.981,1476.5013333333334,41.91924,29.530026666666668,2,1.408900861116121
Newtonsoft,UnicodeEscape,Deserialize,50,100,UE50,UE100,1476.5013333333334,1847.6680000000001,29.530026666666668,18.476680000000002,2,1.2513825475719178
Newtonsoft,UnicodeEscape,Serialize,5,10,UE5,UE10,467.33466666666664,480.662,93.46693333333333,48.066199999999995,2,1.0285177503059906
Newtonsoft,UnicodeEscape,Serialize,10,25,UE10,UE25,480.662,478.84866666666665,48.066199999999995,19.153946666666666,2.5,0.9962274252315904
Newtonsoft,UnicodeEscape,Serialize,25,50,UE25,UE50,478.84866666666665,565.8233333333334,19.153946666666666,11.316466666666667,2,1.1816328888876515
Newtonsoft,UnicodeEscape,Serialize,50,100,UE50,UE100,565.8233333333334,592.638,11.316466666666667,5.92638,2,1.0473905282567586
