Library,Variant,Operation,DimLabel,n,sw_stat,sw_p_value,normal,Dimension
STJSrcGen,All,Serialize,D15,15,0.7171080281981295,3.810208390270418e-4,FALSE,depth
STJSrcGen,All,Serialize,D25,15,0.8074861504897621,0.004593853701117591,FALSE,depth
STJSrcGen,All,Serialize,D40,15,0.9380413233857255,0.3583795243713896,TRUE,depth
Newtonsoft,All,Deserialize,D1,15,0.7445208000111522,7.76363739874743e-4,FALSE,depth
Newtonsoft,All,Deserialize,D2,15,0.5343078864573099,6.743109096195806e-6,FALSE,depth
Newtonsoft,All,Deserialize,D4,15,0.6123734881130529,3.315134071048351e-5,FALSE,depth
Newtonsoft,All,Deserialize,D8,15,0.6543205768652411,8.405673406660043e-5,FALSE,depth
Newtonsoft,All,Deserialize,D15,100,0.24084268718039226,2.1617180259238958e-20,FALSE,depth
Newtonsoft,All,Deserialize,D25,15,0.5134439133361012,4.524267280198982e-6,FALSE,depth
Newtonsoft,All,Deserialize,D40,15,0.6967270926698215,2.2932142864169093e-4,FALSE,depth
Newtonsoft,All,Serialize,D1,15,0.5701422539658957,1.3721868534345455e-5,FALSE,depth
Newtonsoft,All,Serialize,D2,15,0.6527688388696952,8.112757703462468e-5,FALSE,depth
Newtonsoft,All,Serialize,D4,15,0.6662408395519264,1.1069909754426256e-4,FALSE,depth
Newtonsoft,All,Serialize,D8,15,0.7230213828363541,4.429713707405582e-4,FALSE,depth
Newtonsoft,All,Serialize,D15,15,0.6623750059944967,1.0118662265485566e-4,FALSE,depth
Newtonsoft,All,Serialize,D25,15,0.6502838540980376,7.666132037698762e-5,FALSE,depth
Newtonsoft,All,Serialize,D40,15,0.5830507612586229,1.7871708807639358e-5,FALSE,depth
