Library,Variant,Operation,DimLabel,n,sw_stat,sw_p_value,normal,Dimension
STJSrcGen,All,Serialize,W2,15,0.9072070352995729,0.12269488883513022,TRUE,width
STJSrcGen,All,Serialize,W5,15,0.8396855590756536,0.012448509306432697,FALSE,width
STJSrcGen,All,Serialize,W10,15,0.7723207359652645,0.0016580939068480292,FALSE,width
STJSrcGen,All,Serialize,W20,15,0.6643248032590521,1.0587038576232475e-4,FALSE,width
STJSrcGen,All,Serialize,W50,15,0.9158966821588047,0.166732882196276,TRUE,width
STJSrcGen,All,Serialize,W100,15,0.7821460542198297,0.0021890297485141525,FALSE,width
STJSrcGen,All,Serialize,W200,15,0.8124075019044795,0.005328133068937248,FALSE,width
Newtonsoft,All,Deserialize,W2,15,0.5886326006051907,2.0063671616975254e-5,FALSE,width
Newtonsoft,All,Deserialize,W5,15,0.6370530577057634,5.690984238463601e-5,FALSE,width
Newtonsoft,All,Deserialize,W10,15,0.6705242941330951,1.2236518427126793e-4,FALSE,width
Newtonsoft,All,Deserialize,W20,15,0.6097522573086165,3.133739764540465e-5,FALSE,width
Newtonsoft,All,Deserialize,W50,15,0.6202915851411634,3.934429498700974e-5,FALSE,width
Newtonsoft,All,Deserialize,W100,15,0.7800053785389025,0.002059556161109442,FALSE,width
Newtonsoft,All,Deserialize,W200,15,0.7039217085870062,2.737911947762681e-4,FALSE,width
Newtonsoft,All,Serialize,W2,15,0.7196277114556655,4.0620502137463896e-4,FALSE,width
Newtonsoft,All,Serialize,W5,15,0.8186027896557312,0.0064348633803830045,FALSE,width
Newtonsoft,All,Serialize,W10,15,0.5287278408059989,6.0543684269689765e-6,FALSE,width
Newtonsoft,All,Serialize,W20,15,0.7328292290399946,5.706794798444499e-4,FALSE,width
Newtonsoft,All,Serialize,W50,15,0.5709266613724402,1.3942157001848095e-5,FALSE,width
Newtonsoft,All,Serialize,W100,15,0.49126398339397004,2.9926614752788766e-6,FALSE,width
Newtonsoft,All,Serialize,W200,15,0.6242328061608161,4.287681538476348e-5,FALSE,width
SpanJson,All,Deserialize,D1,15,0.7483014176123215,8.588075403543065e-4,FALSE,depth
SpanJson,All,Deserialize,D2,15,0.5366534027069709,7.057100225995329e-6,FALSE,depth
SpanJson,All,Deserialize,D4,15,0.7137389389992727,3.499207038854316e-4,FALSE,depth
SpanJson,All,Deserialize,D8,15,0.6528438914066703,8.126671491518141e-5,FALSE,depth
SpanJson,All,Deserialize,D15,15,0.7334885612839943,5.805726493016695e-4,FALSE,depth
SpanJson,All,Deserialize,D25,15,0.6351082315805276,5.4498382262642525e-5,FALSE,depth
SpanJson,All,Deserialize,D40,15,0.6209621238911709,3.99226789737112e-5,FALSE,depth
SpanJson,All,Serialize,D1,15,0.5339249726298356,6.693277412632689e-6,FALSE,depth
SpanJson,All,Serialize,D2,15,0.7342687176228142,5.925159270180405e-4,FALSE,depth
SpanJson,All,Serialize,D4,15,0.8145476483299465,0.005685593655795409,FALSE,depth
SpanJson,All,Serialize,D8,15,0.47463709790411723,2.210798517477638e-6,FALSE,depth
SpanJson,All,Serialize,D15,15,0.46270791885084817,1.7853935630905691e-6,FALSE,depth
SpanJson,All,Serialize,D25,15,0.5640619457503662,1.2135051839912781e-5,FALSE,depth
SpanJson,All,Serialize,D40,15,0.5091104357820186,4.169687137115678e-6,FALSE,depth
Utf8Json,All,Deserialize,D1,15,0.4690798601160343,2.000572139516054e-6,FALSE,depth
Utf8Json,All,Deserialize,D2,15,0.7633288535455843,0.0012916676663319482,FALSE,depth
Utf8Json,All,Deserialize,D4,15,0.49135453831975096,2.9976493503194902e-6,FALSE,depth
Utf8Json,All,Deserialize,D8,15,0.48656486986904046,2.7455685522167285e-6,FALSE,depth
Utf8Json,All,Deserialize,D15,15,0.6992780211216698,2.4413563524730407e-4,FALSE,depth
Utf8Json,All,Deserialize,D25,15,0.6440670237293038,6.659754228776969e-5,FALSE,depth
Utf8Json,All,Deserialize,D40,15,0.398561835798814,5.929634575777959e-7,FALSE,depth
Utf8Json,All,Serialize,D1,15,0.5842367473704151,1.8315115816574037e-5,FALSE,depth
Utf8Json,All,Serialize,D2,15,0.6458185855872667,6.928189030456141e-5,FALSE,depth
Utf8Json,All,Serialize,D4,15,0.7271684913289289,4.927918422637951e-4,FALSE,depth
Utf8Json,All,Serialize,D8,15,0.8548185655611111,0.020334176328900142,FALSE,depth
Utf8Json,All,Serialize,D15,15,0.6467182551589883,7.070534220921156e-5,FALSE,depth
Utf8Json,All,Serialize,D25,15,0.6786317906698704,1.4819437924791284e-4,FALSE,depth
Utf8Json,All,Serialize,D40,15,0.7221707489523823,4.33433678320319e-4,FALSE,depth
STJRefGen,All,Deserialize,D1,15,0.6913046642696098,2.0092560726036652e-4,FALSE,depth
STJRefGen,All,Deserialize,D2,15,0.6313822046643687,5.0177516701222143e-5,FALSE,depth
STJRefGen,All,Deserialize,D4,15,0.6367832227809964,5.656857033552026e-5,FALSE,depth
STJRefGen,All,Deserialize,D8,15,0.674882475790034,1.3559209219187878e-4,FALSE,depth
STJRefGen,All,Deserialize,D15,15,0.7238313386057942,4.52261516444561e-4,FALSE,depth
STJRefGen,All,Deserialize,D25,58,0.2828481944919644,2.601830190185946e-15,FALSE,depth
STJRefGen,All,Deserialize,D40,15,0.7961794956936659,0.0032852427667440023,FALSE,depth
STJRefGen,All,Serialize,D1,15,0.692184491984384,2.0526528558814316e-4,FALSE,depth
STJRefGen,All,Serialize,D2,15,0.9063798622434405,0.11916479758088122,TRUE,depth
STJRefGen,All,Serialize,D4,15,0.7383340486912026,6.591463654591713e-4,FALSE,depth
STJRefGen,All,Serialize,D8,15,0.8334707982175031,0.0102187291876,FALSE,depth
STJRefGen,All,Serialize,D15,15,0.7194424650109406,4.042942534048442e-4,FALSE,depth
STJRefGen,All,Serialize,D25,15,0.8729999067611628,0.03735201622308246,FALSE,depth
STJRefGen,All,Serialize,D40,15,0.8696456762847836,0.03333927127401469,FALSE,depth
STJSrcGen,All,Deserialize,D1,15,0.6789878140864589,1.4945446159199838e-4,FALSE,depth
STJSrcGen,All,Deserialize,D2,15,0.6592204585692649,9.407093971613147e-5,FALSE,depth
STJSrcGen,All,Deserialize,D4,15,0.6414937569697257,6.285325288325327e-5,FALSE,depth
STJSrcGen,All,Deserialize,D8,15,0.7699142436430849,0.001550252010531607,FALSE,depth
STJSrcGen,All,Deserialize,D15,15,0.7620273149048039,0.0012462432826403143,FALSE,depth
STJSrcGen,All,Deserialize,D25,15,0.5526378045437275,9.6584387813029e-6,FALSE,depth
STJSrcGen,All,Deserialize,D40,15,0.756730918702021,0.0010782505321705336,FALSE,depth
STJSrcGen,All,Serialize,D1,15,0.7561964863989854,0.0010626950582241438,FALSE,depth
STJSrcGen,All,Serialize,D2,15,0.8901316079080137,0.06736727833072276,TRUE,depth
STJSrcGen,All,Serialize,D4,15,0.9390936151106613,0.3711099011282527,TRUE,depth
STJSrcGen,All,Serialize,D8,15,0.8348773753353546,0.010683321438068608,FALSE,depth
STJSrcGen,All,Serialize,D15,15,0.7171080281981295,3.810208390270418e-4,FALSE,depth
STJSrcGen,All,Serialize,D25,15,0.8074861504897621,0.004593853701117591,FALSE,depth
STJSrcGen,All,Serialize,D40,15,0.9380413233857255,0.3583795243713896,TRUE,depth
Newtonsoft,All,Deserialize,D1,15,0.7445208000111522,7.76363739874743e-4,FALSE,depth
Newtonsoft,All,Deserialize,D2,15,0.5343078864573099,6.743109096195806e-6,FALSE,depth
Newtonsoft,All,Deserialize,D4,15,0.6123734881130529,3.315134071048351e-5,FALSE,depth
Newtonsoft,All,Deserialize,D8,15,0.6543205768652411,8.405673406660043e-5,FALSE,depth
Newtonsoft,All,Deserialize,D15,100,0.24084268718039226,2.1617180259238958e-20,FALSE,depth
Newtonsoft,All,Deserialize,D25,15,0.5134439133361012,4.524267280198982e-6,FALSE,depth
Newtonsoft,All,Deserialize,D40,15,0.6967270926698215,2.2932142864169093e-4,FALSE,depth
Newtonsoft,All,Serialize,D1,15,0.5701422539658957,1.3721868534345455e-5,FALSE,depth
Newtonsoft,All,Serialize,D2,15,0.6527688388696952,8.112757703462468e-5,FALSE,depth
Newtonsoft,All,Serialize,D4,15,0.6662408395519264,1.1069909754426256e-4,FALSE,depth
Newtonsoft,All,Serialize,D8,15,0.7230213828363541,4.429713707405582e-4,FALSE,depth
Newtonsoft,All,Serialize,D15,15,0.6623750059944967,1.0118662265485566e-4,FALSE,depth
Newtonsoft,All,Serialize,D25,15,0.6502838540980376,7.666132037698762e-5,FALSE,depth
Newtonsoft,All,Serialize,D40,15,0.5830507612586229,1.7871708807639358e-5,FALSE,depth
SpanJson,All,Deserialize,C10,15,0.5244655412904478,5.578863134577751e-6,FALSE,size
SpanJson,All,Deserialize,C100,15,0.9455203194462771,0.4568495508135185,TRUE,size
SpanJson,All,Deserialize,C1K,16,0.6302047963657629,3.1653691009247316e-5,FALSE,size
SpanJson,All,Deserialize,C10K,15,0.8874502136995988,0.061369489822864186,TRUE,size
SpanJson,All,Deserialize,C100K,100,0.7261671183861873,2.2962578616926553e-12,FALSE,size
SpanJson,All,Serialize,C10,15,0.5642234357695597,1.2174569981364741e-5,FALSE,size
SpanJson,All,Serialize,C100,15,0.45705352914394426,1.6150112067782253e-6,FALSE,size
SpanJson,All,Serialize,C1K,15,0.40919914145557024,7.082042862027504e-7,FALSE,size
SpanJson,All,Serialize,C10K,15,0.5764942821241626,1.5618251044460466e-5,FALSE,size
SpanJson,All,Serialize,C100K,15,0.7032921827782512,2.695548515704284e-4,FALSE,size
Utf8Json,All,Deserialize,C10,15,0.7318644344812152,5.565260537245603e-4,FALSE,size
Utf8Json,All,Deserialize,C100,15,0.5657073257188905,1.2544176189758516e-5,FALSE,size
Utf8Json,All,Deserialize,C1K,15,0.46705976414610184,1.929513640938639e-6,FALSE,size
Utf8Json,All,Deserialize,C10K,15,0.6179808844058325,3.7418646142045515e-5,FALSE,size
Utf8Json,All,Deserialize,C100K,100,0.7324046485539448,3.28940892395424e-12,FALSE,size
Utf8Json,All,Serialize,C10,15,0.6816140200827281,1.5911039027843222e-4,FALSE,size
Utf8Json,All,Serialize,C100,15,0.5822184309062644,1.7567363418819377e-5,FALSE,size
Utf8Json,All,Serialize,C1K,15,0.4049562194766816,6.596154766998815e-7,FALSE,size
Utf8Json,All,Serialize,C10K,15,0.6434406252220499,6.566468266113904e-5,FALSE,size
Utf8Json,All,Serialize,C100K,15,0.8614401860268853,0.025316979658375073,FALSE,size
STJRefGen,All,Deserialize,C10,15,0.5735137976428657,1.4695825379903019e-5,FALSE,size
STJRefGen,All,Deserialize,C100,15,0.8310826655536498,0.009478402364810443,FALSE,size
STJRefGen,All,Deserialize,C1K,15,0.7493762098923795,8.839171593225831e-4,FALSE,size
STJRefGen,All,Deserialize,C10K,15,0.45909392355158174,1.6744098563228381e-6,FALSE,size
STJRefGen,All,Deserialize,C100K,100,0.73020075672995155,2.8952108950668845e-12,FALSE,size
STJRefGen,All,Serialize,C10,15,0.5450425526380029,8.313893415344208e-6,FALSE,size
STJRefGen,All,Serialize,C100,15,0.739661746447478,6.826059013113978e-4,FALSE,size
STJRefGen,All,Serialize,C1K,15,0.8532802434681196,0.01933217649181338,FALSE,size
STJRefGen,All,Serialize,C10K,41,0.24679802414339524,3.1849540386936327e-13,FALSE,size
STJRefGen,All,Serialize,C100K,15,0.8697737458378944,0.033483861212956795,FALSE,size
STJSrcGen,All,Deserialize,C10,15,0.521930733397011,5.3150647981314855e-6,FALSE,size
STJSrcGen,All,Deserialize,C100,15,0.6267137406050984,4.527286110362453e-5,FALSE,size
STJSrcGen,All,Deserialize,C1K,15,0.5133425161459744,4.515613546833163e-6,FALSE,size
STJSrcGen,All,Deserialize,C10K,15,0.9085806120311862,0.1287908896677532,TRUE,size
STJSrcGen,All,Deserialize,C100K,100,0.7218433475626981,1.7957798133236202e-12,FALSE,size
STJSrcGen,All,Serialize,C10,15,0.8240805511927215,0.007618218576134582,FALSE,size
STJSrcGen,All,Serialize,C100,15,0.8291388687890442,0.008917926960257536,FALSE,size
STJSrcGen,All,Serialize,C1K,15,0.6376972659099389,5.773351363610668e-5,FALSE,size
STJSrcGen,All,Serialize,C10K,29,0.3720229022736258,4.5307223435290663e-10,FALSE,size
STJSrcGen,All,Serialize,C100K,15,0.51146785615059,4.358754690516426e-6,FALSE,size
Newtonsoft,All,Deserialize,C10,15,0.6518662553920214,7.947406839244471e-5,FALSE,size
Newtonsoft,All,Deserialize,C100,15,0.6687451829411624,1.1736780200419785e-4,FALSE,size
Newtonsoft,All,Deserialize,C1K,15,0.5151772473044856,4.674960713334075e-6,FALSE,size
Newtonsoft,All,Deserialize,C10K,27,0.5599839480417488,7.255333989365733e-8,FALSE,size
Newtonsoft,All,Deserialize,C100K,30,0.8281360385286025,2.2333718831494395e-4,FALSE,size
Newtonsoft,All,Serialize,C10,15,0.7483943917246814,8.609492326859882e-4,FALSE,size
Newtonsoft,All,Serialize,C100,15,0.7620487183996184,0.001246976324381708,FALSE,size
Newtonsoft,All,Serialize,C1K,70,0.3077236289656544,1.683155160616351e-16,FALSE,size
Newtonsoft,All,Serialize,C10K,16,0.38511768817567194,2.720276248795206e-7,FALSE,size
Newtonsoft,All,Serialize,C100K,84,0.6617145042038406,1.2982083233452571e-12,FALSE,size
SpanJson,Unicode,Deserialize,A0,15,0.7611801806409725,0.0012175964006851654,FALSE,string_composition
SpanJson,Unicode,Deserialize,U5,15,0.7910095054482049,0.002825224649885392,FALSE,string_composition
SpanJson,Unicode,Deserialize,U10,15,0.46226825037114727,1.7714832509487552e-6,FALSE,string_composition
SpanJson,Unicode,Deserialize,U25,15,0.6109114410090855,3.212616978297217e-5,FALSE,string_composition
SpanJson,Unicode,Deserialize,U50,15,0.8866962735534379,0.05978478583200811,TRUE,string_composition
SpanJson,Unicode,Deserialize,U100,15,0.7364873475887345,6.279375574968204e-4,FALSE,string_composition
SpanJson,Unicode,Serialize,A0,15,0.8804245650568173,0.048142632836286205,FALSE,string_composition
SpanJson,Unicode,Serialize,U5,15,0.890271888370932,0.06769729071095576,TRUE,string_composition
SpanJson,Unicode,Serialize,U10,15,0.8524338823572856,0.018803279905373043,FALSE,string_composition
SpanJson,Unicode,Serialize,U25,15,0.6462897109869967,7.00234491239626e-5,FALSE,string_composition
SpanJson,Unicode,Serialize,U50,15,0.6347514051480255,5.4067898175907295e-5,FALSE,string_composition
SpanJson,Unicode,Serialize,U100,15,0.814252101309495,0.005634745128489962,FALSE,string_composition
SpanJson,Escape,Deserialize,A0,15,0.7611801806409725,0.0012175964006851654,FALSE,string_composition
SpanJson,Escape,Deserialize,E5,15,0.8941224568433415,0.07743881469527529,TRUE,string_composition
SpanJson,Escape,Deserialize,E10,15,0.7026594809604573,2.653675853270507e-4,FALSE,string_composition
SpanJson,Escape,Deserialize,E25,15,0.7386306651444914,6.6431164822164e-4,FALSE,string_composition
SpanJson,Escape,Deserialize,E50,15,0.7112453141104291,3.2865235077930287e-4,FALSE,string_composition
SpanJson,Escape,Deserialize,E100,15,0.6899864672162783,1.9460604515706166e-4,FALSE,string_composition
SpanJson,Escape,Serialize,A0,15,0.8804245650568173,0.048142632836286205,FALSE,string_composition
SpanJson,Escape,Serialize,E5,15,0.9676892673757258,0.8224826847724092,TRUE,string_composition
SpanJson,Escape,Serialize,E10,15,0.7446476909410894,7.789892875482253e-4,FALSE,string_composition
SpanJson,Escape,Serialize,E25,15,0.895115967904299,0.08017938270105415,TRUE,string_composition
SpanJson,Escape,Serialize,E50,15,0.5754761550160556,1.5296399630204624e-5,FALSE,string_composition
SpanJson,Escape,Serialize,E100,15,0.6817683118588674,1.5969802212093825e-4,FALSE,string_composition
SpanJson,UnicodeEscape,Deserialize,A0,15,0.7611801806409725,0.0012175964006851654,FALSE,string_composition
SpanJson,UnicodeEscape,Deserialize,UE5,15,0.7655369962125234,0.0013728260755096673,FALSE,string_composition
SpanJson,UnicodeEscape,Deserialize,UE10,15,0.45452209522673315,1.5444148731015885e-6,FALSE,string_composition
SpanJson,UnicodeEscape,Deserialize,UE25,15,0.7512734332897231,9.301742788153357e-4,FALSE,string_composition
SpanJson,UnicodeEscape,Deserialize,UE50,15,0.6932285295906786,2.105451399802981e-4,FALSE,string_composition
SpanJson,UnicodeEscape,Deserialize,UE100,15,0.875375945873218,0.0404989831692386,FALSE,string_composition
SpanJson,UnicodeEscape,Serialize,A0,15,0.8804245650568173,0.048142632836286205,FALSE,string_composition
SpanJson,UnicodeEscape,Serialize,UE5,15,0.7943365485031114,0.003112703715102957,FALSE,string_composition
SpanJson,UnicodeEscape,Serialize,UE10,15,0.7988429761461707,0.003552860319935001,FALSE,string_composition
SpanJson,UnicodeEscape,Serialize,UE25,15,0.7370935651776059,6.380048047666265e-4,FALSE,string_composition
SpanJson,UnicodeEscape,Serialize,UE50,15,0.6940233644429522,2.146619020276076e-4,FALSE,string_composition
SpanJson,UnicodeEscape,Serialize,UE100,15,0.6694939000421223,1.1944381885793311e-4,FALSE,string_composition
Utf8Json,Unicode,Deserialize,A0,15,0.5626412174361589,1.1793218631599597e-5,FALSE,string_composition
Utf8Json,Unicode,Deserialize,U5,15,0.6031961771583003,2.7248044157984517e-5,FALSE,string_composition
Utf8Json,Unicode,Deserialize,U10,15,0.6701795255044403,1.21379298568427e-4,FALSE,string_composition
Utf8Json,Unicode,Deserialize,U25,15,0.6957325657911628,2.238085279347715e-4,FALSE,string_composition
Utf8Json,Unicode,Deserialize,U50,15,0.6166013158796104,3.6317088568227566e-5,FALSE,string_composition
Utf8Json,Unicode,Deserialize,U100,15,0.6295970935969932,4.823827425379334e-5,FALSE,string_composition
Utf8Json,Unicode,Serialize,A0,15,0.707608123739039,3.0006943131500826e-4,FALSE,string_composition
Utf8Json,Unicode,Serialize,U5,15,0.9570343393697572,0.6410252872236332,TRUE,string_composition
Utf8Json,Unicode,Serialize,U10,15,0.7974004107330049,0.003405145349534807,FALSE,string_composition
Utf8Json,Unicode,Serialize,U25,15,0.8894693771469105,0.06583169161404838,TRUE,string_composition
Utf8Json,Unicode,Serialize,U50,15,0.908373449302141,0.1278523638665923,TRUE,string_composition
Utf8Json,Unicode,Serialize,U100,15,0.8728972332471038,0.037221946941878276,FALSE,string_composition
Utf8Json,Escape,Deserialize,A0,15,0.5626412174361589,1.1793218631599597e-5,FALSE,string_composition
Utf8Json,Escape,Deserialize,E5,15,0.5391870252040797,7.413841329015552e-6,FALSE,string_composition
Utf8Json,Escape,Deserialize,E10,15,0.417308511680308,8.119683236534973e-7,FALSE,string_composition
Utf8Json,Escape,Deserialize,E25,15,0.4617777586129693,1.756100868497881e-6,FALSE,string_composition
Utf8Json,Escape,Deserialize,E50,15,0.5034066718114218,3.7474188317966605e-06,FALSE,string_composition
Utf8Json,Escape,Deserialize,E100,29,0.5079809201797509,9.454922392904308e-9,FALSE,string_composition
Utf8Json,Escape,Serialize,A0,15,0.707608123739039,3.0006943131500826e-4,FALSE,string_composition
Utf8Json,Escape,Serialize,E5,15,0.8758338609415587,0.041136752120310587,FALSE,string_composition
Utf8Json,Escape,Serialize,E10,15,0.9322251424983113,0.29451365407186647,TRUE,string_composition
Utf8Json,Escape,Serialize,E25,15,0.7038364336698978,2.732132045923259e-4,FALSE,string_composition
Utf8Json,Escape,Serialize,E50,15,0.8902929510645751,0.06774698525333625,TRUE,string_composition
Utf8Json,Escape,Serialize,E100,15,0.641851101312773,6.335950305341433e-5,FALSE,string_composition
Utf8Json,UnicodeEscape,Deserialize,A0,15,0.5626412174361589,1.1793218631599597e-5,FALSE,string_composition
Utf8Json,UnicodeEscape,Deserialize,UE5,15,0.4920525730921914,3.0363960989020603e-6,FALSE,string_composition
Utf8Json,UnicodeEscape,Deserialize,UE10,15,0.5012121305877633,3.5972867238410322e-6,FALSE,string_composition
Utf8Json,UnicodeEscape,Deserialize,UE25,15,0.49996502994605707,3.51483397234176e-6,FALSE,string_composition
Utf8Json,UnicodeEscape,Deserialize,UE50,15,0.7516558213958704,9.398067555617192e-4,FALSE,string_composition
Utf8Json,UnicodeEscape,Deserialize,UE100,15,0.6837751707850057,1.6755598979118432e-4,FALSE,string_composition
Utf8Json,UnicodeEscape,Serialize,A0,15,0.707608123739039,3.0006943131500826e-4,FALSE,string_composition
Utf8Json,UnicodeEscape,Serialize,UE5,15,0.9157917999762075,0.16611760973724923,TRUE,string_composition
Utf8Json,UnicodeEscape,Serialize,UE10,15,0.832960863548249,0.010055640656134974,FALSE,string_composition
Utf8Json,UnicodeEscape,Serialize,UE25,100,0.35563696706850934,5.931458658244859e-19,FALSE,string_composition
Utf8Json,UnicodeEscape,Serialize,UE50,15,0.6696653240001462,1.1992462979483214e-4,FALSE,string_composition
Utf8Json,UnicodeEscape,Serialize,UE100,15,0.9401255168390484,0.3839511434944535,TRUE,string_composition
STJRefGen,Unicode,Deserialize,A0,15,0.7568479362447442,0.0010816888497391954,FALSE,string_composition
STJRefGen,Unicode,Deserialize,U5,15,0.7351899402557754,6.069575805084936e-4,FALSE,string_composition
STJRefGen,Unicode,Deserialize,U10,15,0.6732751354393218,1.305443815705495e-4,FALSE,string_composition
STJRefGen,Unicode,Deserialize,U25,15,0.6964989449347638,2.2804405893326972e-4,FALSE,string_composition
STJRefGen,Unicode,Deserialize,U50,15,0.7716146473322586,0.0016256452291666347,FALSE,string_composition
STJRefGen,Unicode,Deserialize,U100,15,0.6350355491991209,5.441040085815326e-5,FALSE,string_composition
STJRefGen,Unicode,Serialize,A0,15,0.9189779157301242,0.18583812838576572,TRUE,string_composition
STJRefGen,Unicode,Serialize,U5,15,0.7555297447533114,0.0010436237279318546,FALSE,string_composition
STJRefGen,Unicode,Serialize,U10,15,0.6556125293016044,8.658161301541301e-5,FALSE,string_composition
STJRefGen,Unicode,Serialize,U25,15,0.7982260466650729,0.003488868699042566,FALSE,string_composition
STJRefGen,Unicode,Serialize,U50,15,0.7560653307077692,0.0010589143094541272,FALSE,string_composition
STJRefGen,Unicode,Serialize,U100,15,0.7500836979016461,9.008728688682056e-4,FALSE,string_composition
STJRefGen,Escape,Deserialize,A0,15,0.7568479362447442,0.0010816888497391954,FALSE,string_composition
STJRefGen,Escape,Deserialize,E5,15,0.5450323237053774,8.312223306236784e-6,FALSE,string_composition
STJRefGen,Escape,Deserialize,E10,15,0.6005514317539162,2.5762958919041382e-5,FALSE,string_composition
STJRefGen,Escape,Deserialize,E25,15,0.6571186508055107,8.962761291385853e-5,FALSE,string_composition
STJRefGen,Escape,Deserialize,E50,15,0.7673337191962095,0.0014428802696302835,FALSE,string_composition
STJRefGen,Escape,Deserialize,E100,15,0.8486793078006689,0.016635036755956324,FALSE,string_composition
STJRefGen,Escape,Serialize,A0,15,0.9189779157301242,0.18583812838576572,TRUE,string_composition
STJRefGen,Escape,Serialize,E5,15,0.8370811288632753,0.011456895462859404,FALSE,string_composition
STJRefGen,Escape,Serialize,E10,15,0.6825054674938117,1.6253768975393832e-4,FALSE,string_composition
STJRefGen,Escape,Serialize,E25,15,0.7785638572184765,0.0019769902601724032,FALSE,string_composition
STJRefGen,Escape,Serialize,E50,15,0.7570167725652297,0.001086670404029103,FALSE,string_composition
