Library,Variant,Operation,DimLabel,n,sw_stat,sw_p_value,normal,Dimension
STJSrcGen,All,Serialize,L500,15,0.7084379721301017,3.0634858862516306e-4,FALSE,string_length
STJSrcGen,All,Serialize,L2000,41,0.9767325340488306,0.5541998634844943,TRUE,string_length
STJSrcGen,All,Serialize,L10000,23,0.9547654223862511,0.3661614765415778,TRUE,string_length
Newtonsoft,All,Deserialize,L5,15,0.6788337891935499,1.4890791941856896e-4,FALSE,string_length
Newtonsoft,All,Deserialize,L20,15,0.5209110940380848,5.212724505721716e-6,FALSE,string_length
Newtonsoft,All,Deserialize,L50,15,0.5800116174036827,1.6786856404042288e-5,FALSE,string_length
Newtonsoft,All,Deserialize,L200,15,0.6707146720201975,1.2291324071087484e-4,FALSE,string_length
Newtonsoft,All,Deserialize,L500,15,0.793697932300318,0.003055192501914807,FALSE,string_length
Newtonsoft,All,Deserialize,L2000,15,0.9156941117610833,0.1655465470114234,TRUE,string_length
Newtonsoft,All,Deserialize,L10000,15,0.9157498858418747,0.1658723525833604,TRUE,string_length
Newtonsoft,All,Serialize,L5,15,0.5436361880476748,8.08759019337128e-6,FALSE,string_length
Newtonsoft,All,Serialize,L20,15,0.7406030407260793,6.997773659649433e-4,FALSE,string_length
Newtonsoft,All,Serialize,L50,15,0.5032618340968531,3.7373075739022146e-6,FALSE,string_length
Newtonsoft,All,Serialize,L200,15,0.82115739470825,0.006960349012098621,FALSE,string_length
Newtonsoft,All,Serialize,L500,15,0.9161607892099773,0.16829215265681433,TRUE,string_length
Newtonsoft,All,Serialize,L2000,15,0.877004538457289,0.042815485281951594,FALSE,string_length
Newtonsoft,All,Serialize,L10000,15,0.6902370467611278,1.957908111141264e-4,FALSE,string_length
