Library,Variant,Operation,DimLabel,n,sw_stat,sw_p_value,normal,Dimension
STJSrcGen,All,Serialize,W2,15,0.9072070352995729,0.12269488883513022,TRUE,width
STJSrcGen,All,Serialize,W5,15,0.8396855590756536,0.012448509306432697,FALSE,width
STJSrcGen,All,Serialize,W10,15,0.7723207359652645,0.0016580939068480292,FALSE,width
STJSrcGen,All,Serialize,W20,15,0.6643248032590521,1.0587038576232475e-4,FALSE,width
STJSrcGen,All,Serialize,W50,15,0.9158966821588047,0.166732882196276,TRUE,width
STJSrcGen,All,Serialize,W100,15,0.7821460542198297,0.0021890297485141525,FALSE,width
STJSrcGen,All,Serialize,W200,15,0.8124075019044795,0.005328133068937248,FALSE,width
Newtonsoft,All,Deserialize,W2,15,0.5886326006051907,2.0063671616975254e-5,FALSE,width
Newtonsoft,All,Deserialize,W5,15,0.6370530577057634,5.690984238463601e-5,FALSE,width
Newtonsoft,All,Deserialize,W10,15,0.6705242941330951,1.2236518427126793e-4,FALSE,width
Newtonsoft,All,Deserialize,W20,15,0.6097522573086165,3.133739764540465e-5,FALSE,width
Newtonsoft,All,Deserialize,W50,15,0.6202915851411634,3.934429498700974e-5,FALSE,width
Newtonsoft,All,Deserialize,W100,15,0.7800053785389025,0.002059556161109442,FALSE,width
Newtonsoft,All,Deserialize,W200,15,0.7039217085870062,2.737911947762681e-4,FALSE,width
Newtonsoft,All,Serialize,W2,15,0.7196277114556655,4.0620502137463896e-4,FALSE,width
Newtonsoft,All,Serialize,W5,15,0.8186027896557312,0.0064348633803830045,FALSE,width
Newtonsoft,All,Serialize,W10,15,0.5287278408059989,6.0543684269689765e-6,FALSE,width
Newtonsoft,All,Serialize,W20,15,0.7328292290399946,5.706794798444499e-4,FALSE,width
Newtonsoft,All,Serialize,W50,15,0.5709266613724402,1.3942157001848095e-5,FALSE,width
Newtonsoft,All,Serialize,W100,15,0.49126398339397004,2.9926614752788766e-6,FALSE,width
Newtonsoft,All,Serialize,W200,15,0.6242328061608161,4.287681538476348e-5,FALSE,width
